,_record_id,_title,_server_updated_at,_updated_by,_geometry,282_payment_method_that_purchase,283_fulfill_needs,237_distance_household_interviewee,299_means_transportation_consumer,301_electricity_bill,305_electricity_bill_store,302_water_bill,306_water_bill_store,303_gas_bill,307_gas_bill_store,286_topups,308_topups_in_store,287_wire_transfers,309_wiretransfers_in_store,320_other_services_in_store,240_gender_interviewee,indicate_the_type_of_store,name_of_the_store,storefront_picture_just_once_if_possible,_latitude,_longitude,238_frequency_buying_store,81_number_online_purchases_month,288_number_app_purchases_month,289_number_whatsapp_purchases_month,83_willingness_ultrafast_delivery,84_willingness_sameday_delivery,241_age_of_the_interviewee
91,c53c338a-2f98-42b9-b400-5f7bcefcfd83,"November 5, 2022",2022-11-08 04:10:08 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2603235827 19.0217736923),Efectivo,yes,4 a 6 cuadras,A pie,"Tienda de conveniencia (e.g. OXXO),Tiendita",No proporcionado,"Tienda de conveniencia (e.g. OXXO),Tiendita",No proporcionado,Mobile app ,no,Tienda de conveniencia (e.g. OXXO),no,Banco,no,no,Female,Produce (fruits & vegetables),Frutas y verduras “Rafa”,1 Photo,19.0217736923,-98.2603235827,3.0,5.0,2.0,6.0,40.0,80.0,54.0
92,d9976ce5-6538-4036-a39e-c5c175cdcc16,"November 5, 2022",2022-11-08 04:10:07 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2605454513 19.0210555913),Efectivo,yes,más de 10 cuadras,Automóvil,Mobile app,no,Mobile app,no,Mobile app,no,Mobile app,no,Banco,no,no,Male,Cafeteria,Rico Pan Casero,1 Photo,19.0210555913,-98.2605454513,1.0,5.0,12.0,0.0,80.0,150.0,19.0
93,318edef0-6228-4007-9a4a-a9b2f5b47e55,"November 5, 2022",2022-11-08 04:10:07 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2606651265 19.0208187793),Efectivo,yes,4 a 6 cuadras,Bicicleta,App,no,"Supermercado,Tienda de conveniencia (e.g. OXXO)",no,Banco,no,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO)",no,Banco,no,no,Male,Grocery store (aka. nanostore),La nueva Michoacana ,1 Photo,19.0208187793,-98.2606651265,2.0,4.0,4.0,2.0,30.0,75.0,28.0
94,db8a304e-aee5-424f-b989-a69495a57f69,"November 5, 2022",2022-11-08 04:10:06 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2618381108 19.0189637053),Efectivo,no,0 a 3 cuadras,A pie,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,Male,Grocery store (aka. nanostore),Ferretería Robgas,1 Photo,19.0189637053,-98.2618381108,1.0,2.0,0.0,3.0,25.0,60.0,52.0
95,432fddb9-089c-4b91-8d00-6290751bb41f,"November 5, 2022",2022-11-08 04:10:06 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2614185927 19.0194155786),Efectivo,yes,0 a 3 cuadras,A pie,Tienda de conveniencia (e.g. OXXO),no,"Sistema de agua,Tienda de conveniencia (e.g. OXXO)",no,App móvil ,no,"Tienda de conveniencia (e.g. OXXO),Tiendita",no,Bancomer app,no,no,Female,Grocery store (aka. nanostore),Brillosos productos de limpieza,1 Photo,19.0194155786,-98.2614185927,1.0,5.0,15.0,0.0,50.0,100.0,17.0
96,b9abf2cb-702d-48bf-bc98-16989279b57b,"November 5, 2022",2022-11-08 04:10:05 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.2609013002 19.0203937492),Efectivo,yes,0 a 3 cuadras,A pie,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,Tiendita,no,"Supermercado,Tienda de conveniencia (e.g. OXXO)",no,no,Female,Cafeteria,La Nueva Michoacana ,1 Photo,19.0203937492,-98.2609013002,3.0,4.0,12.0,1.0,65.0,120.0,38.0
97,6a618b5f-3e3c-42f7-9c25-fedf795b86fe,"November 5, 2022",2022-11-08 04:10:05 UTC,Danna María Mosqueda Hernández,SRID=4326;POINT(-98.261080552 19.020082159),Tarjeta de débito y/o crédito,yes,0 a 3 cuadras,A pie,"CFE,Other",yes,Supermercado,yes,Proveedor de gas,yes,Tienda de conveniencia (e.g. OXXO),yes,Transferencia ,yes,yes,Female,Grocery store (aka. nanostore),Ferreterías Fénix ,1 Photo,19.020082159,-98.261080552,1.0,6.0,10.0,6.0,50.0,100.0,22.0
98,f2d7454a-f80c-4e98-af66-37f70266be30,"November 7, 2022",2022-11-07 23:25:53 UTC,Ulises Núñez Bautista,SRID=4326;POINT(-98.2224561327 19.0577741584),Efectivo,no,más de 10 cuadras,Automóvil,Tienda de conveniencia (e.g. OXXO),no,Banco,no,Proveedor de gas,no,Tienda de conveniencia (e.g. OXXO),no,Tienda de conveniencia (e.g. OXXO),no,no,Male,Grocery store (aka. nanostore),Costetix,1 Photo,19.0577741584,-98.2224561327,1.0,0.0,0.0,5.0,100.0,80.0,35.0
99,ed4984b4-f135-4d12-92ae-64e90adecb47,"November 7, 2022",2022-11-07 22:57:49 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2279899669 19.0598775644),Tarjeta de débito y/o crédito,yes,más de 10 cuadras,A pie,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,No lo hago,no,no,Male,Dairy products,La Reina de Puebla,Foto no proporcionada,19.0598775644,-98.2279899669,1.0,2.0,7.0,0.0,0.0,0.0,30.0
100,c3363096-2b12-48bc-9650-1c6783f9ebf3,"November 7, 2022",2022-11-07 22:51:16 UTC,Ulises Núñez Bautista,SRID=4326;POINT(-98.2277619174 19.06009126),Tarjeta de débito y/o crédito,yes,más de 10 cuadras,A pie,Tienda de conveniencia (e.g. OXXO),no,Sistema de agua,no,Proveedor de gas,no,Plan telefónico ,no,App,no,no,Male,Micro-restaurant (aka. fondita),Don asador,1 Photo,19.06009126,-98.2277619174,1.0,2.0,7.0,0.0,40.0,70.0,24.0
101,17623ece-ce96-41af-b47b-6d5475a7f3db,"November 7, 2022",2022-11-07 22:51:15 UTC,Ulises Núñez Bautista,SRID=4326;POINT(-98.2223518282 19.0579026417),Efectivo,yes,0 a 3 cuadras,A pie,Banco,no,Banco,no,Proveedor de gas,no,No lo hago,no,No lo hago,no,no,Male,Grocery store (aka. nanostore),Ferretería Ambriz,1 Photo,19.0579026417,-98.2223518282,1.0,0.0,0.0,0.0,0.0,0.0,45.0
102,c412650a-67ed-4e09-93dc-f4cf5dc3c759,"November 7, 2022",2022-11-07 22:41:08 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2277992196 19.0599489285),Tarjeta de débito y/o crédito,yes,más de 10 cuadras,Automóvil,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,Banco,no,no,Male,Micro-restaurant (aka. fondita),Don Asador,Foto no proporcionada,19.0599489285,-98.2277992196,1.0,6.0,5.0,0.0,0.0,0.0,18.0
103,83a602c7-d845-4a6e-9ad8-4e1907222b6b,"November 7, 2022",2022-11-07 22:41:07 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2278069689 19.0599946207),Tarjeta de débito y/o crédito,yes,más de 10 cuadras,Automóvil,CFE,no,Sistema de agua,no,Proveedor de gas,no,No lo hago,no,Banco,no,no,Male,Micro-restaurant (aka. fondita),Don Asador,Foto no proporcionada,19.0599946207,-98.2278069689,1.0,8.0,4.0,0.0,0.0,0.0,22.0
104,884419dd-5f1a-4b7b-b58c-c54863ff38de,"November 7, 2022",2022-11-07 22:41:07 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2279501444 19.0600125649),Efectivo,yes,más de 10 cuadras,Automóvil,CFE,no,Supermercado,no,Proveedor de gas,no,No lo hago,no,Supermercado,no,no,Female,Produce (fruits & vegetables),La Reina de Puebla,1 Photo,19.0600125649,-98.2279501444,1.0,0.0,0.0,2.0,50.0,100.0,45.0
105,be6abfdf-59a4-40df-b285-eef7704eb153,"November 7, 2022",2022-11-07 22:41:06 UTC,Jorge Alberto Ostorga Flores,SRID=4326;POINT(-98.2224507951 19.0579616816),Efectivo,yes,0 a 3 cuadras,A pie,Supermercado,no,Supermercado,no,No lo hago,no,Tiendita,no,No lo hago,no,no,Female,Grocery store (aka. nanostore),Splashbit,1 Photo,19.0579616816,-98.2224507951,1.0,2.0,1.0,0.0,0.0,0.0,60.0
106,0d12293a-ce89-4f2d-8180-b226fa2fd4c9,"November 5, 2022",2022-11-05 17:16:08 UTC,Gustavo Manzanilla,SRID=4326;POINT(-98.2208566368 19.0423914961),Tarjeta de débito y/o crédito,yes,7 a 10 cuadras,didi,Tienda de conveniencia (e.g. OXXO),no,"Banco,Tienda de conveniencia (e.g. OXXO),teléfono",no,"Banco,Supermercado,Tienda de conveniencia (e.g. OXXO),internet",no,"Tienda de conveniencia (e.g. OXXO),Tiendita",no,"Banco,Tienda de conveniencia (e.g. OXXO)",no,yes,Female,Micro-restaurant (aka. fondita),Alto mexico,1 Photo,19.0423914961,-98.2208566368,2.0,5.0,20.0,1.0,30.0,30.0,23.0
107,7ef17008-4a50-4aa4-bf57-abb312725d62,"November 5, 2022",2022-11-05 17:16:08 UTC,Gustavo Manzanilla,SRID=4326;POINT(-98.2198474556 19.0432139247),Tarjeta de débito y/o crédito,no,más de 10 cuadras,Automóvil,app,no,app,no,internet,no,No lo hago,no,"Banco,Tienda de conveniencia (e.g. OXXO)",yes,yes,Male,Dairy products,Dibagasa,1 Photo,19.0432139247,-98.2198474556,1.0,10.0,7.0,2.0,45.0,45.0,45.0
108,ab3b46a0-005d-444b-8192-69f5dfb2e136,"November 3, 2022",2022-11-03 20:32:56 UTC,Daniel Serrano,SRID=4326;POINT(-98.2641407847 19.0346021504),Efectivo,yes,4 km,Automóvil,No lo hago,yes,No lo hago,yes,No lo hago,yes,No lo hago,yes,No lo hago,yes,no,Male,Grocery store (aka. nanostore),Minisuper Rayitas,1 Photo,19.0346021504,-98.2641407847,2.0,8.0,12.0,0.0,70.0,150.0,18.0
109,f7c8c700-376c-4cd7-869c-6c37877dfd24,"November 3, 2022",2022-11-03 20:20:57 UTC,Daniel Serrano,SRID=4326;POINT(-98.2666493207 19.0350601336),Efectivo,yes,30 min,Automóvil,CFE,yes,Sistema de agua,yes,Proveedor de gas,yes,No lo hago,yes,linea,yes,yes,Male,Grocery store (aka. nanostore),La universal ,1 Photo,19.0350601336,-98.2666493207,1.0,10.0,0.0,0.0,50.0,100.0,20.0
110,ee7ac407-4767-47b1-93b3-d7e09b49faec,"November 3, 2022",2022-11-03 20:15:32 UTC,Daniel Serrano,SRID=4326;POINT(-98.2671002671 19.0352236761),Efectivo,yes,20 min,Automóvil,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,Male,Micro-restaurant (aka. fondita),Taquería don Jorge ,1 Photo,19.0352236761,-98.2671002671,1.0,2.3,10.0,0.0,100.0,100.0,15.0
111,f65a8190-df80-440e-83bc-2639decfffd0,"November 3, 2022",2022-11-03 20:05:31 UTC,Daniel Serrano,SRID=4326;POINT(-98.2678556442 19.0352804088),Efectivo,yes,30 min,Transporte público,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,Female,Cafeteria,La parrilla del lobo,1 Photo,19.0352804088,-98.2678556442,1.0,1.0,1.0,0.0,50.0,70.0,21.0
112,70f42238-83b5-4a16-9f2e-a758efb8afb0,"November 3, 2022",2022-11-03 20:04:35 UTC,Fernando Gonzálezinactivo,SRID=4326;POINT(-98.2678617 19.0354511),Efectivo,yes,0 a 3 cuadras,A pie,No lo hago,no,No lo hago,no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,Male,Cafeteria,La Parrilla del lobo,1 Photo,19.0354511,-98.2678617,1.0,3.0,2.0,0.0,0.0,0.0,18.0
113,e4727f46-797f-4344-b183-0deeed11750f,"November 3, 2022",2022-11-03 20:04:34 UTC,Fernando Gonzálezinactivo,SRID=4326;POINT(-98.2678314 19.0354858),Efectivo,yes,más de 10 cuadras,Didi,No lo hago,no,No lo hago,no,No lo hago,no,Tienda de conveniencia (e.g. OXXO),no,No lo hago,no,no,Male,Cafeteria,Crudopolis,1 Photo,19.0354858,-98.2678314,1.0,2.0,4.0,0.0,30.0,100.0,18.0
114,0a5616e1-62cd-4f28-a282-9b34db145752,"November 3, 2022",2022-11-03 19:58:24 UTC,Daniel Serrano,SRID=4326;POINT(-98.2679243758 19.0353989453),Efectivo,yes,4 a 6 cuadras,Transporte público,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,No lo hago,no,no,Male,Cafeteria,Crudopolis ,1 Photo,19.0353989453,-98.2679243758,1.0,0.0,3.0,0.0,150.0,59.0,18.0
